Job,Promised_Date,Requested_Date,Shipped_Date,Shipped_Quantity,Promised_Quantity,Customer,Description
22-047,2023-01-04 00:00:00,2023-01-04 00:00:00,2023-01-04 00:00:00,1,1,SYMRISE,SS STORAGE TANK (#1406)
22-047,2023-01-04 00:00:00,2023-01-04 00:00:00,2023-01-05 00:00:00,1,1,SYMRISE,SS STORAGE TANK (#1406)
21-135,2023-01-04 00:00:00,2023-01-04 00:00:00,2023-01-04 00:00:00,1,1,ONEACONS,EXPANSION VESSEL V-6141
21-135,2023-01-04 00:00:00,2023-01-04 00:00:00,2023-01-04 00:00:00,1,1,ONEACONS,EXPANSION VESSEL V-6141
21-136,2023-01-04 00:00:00,2023-01-04 00:00:00,2023-01-04 00:00:00,1,1,ONEACONS,EXPANSION VESSEL V-6141
21-150,2022-12-20 00:00:00,2022-12-20 00:00:00,2022-12-20 00:00:00,1,1,ONEACONS,DISTILLATION FEED TANK V8510
21-150,2022-12-18 00:00:00,2022-12-18 00:00:00,2022-12-19 00:00:00,1,1,ONEACONS,DISTILLATION FEED TANK V8510
22-053,2022-12-13 00:00:00,2022-12-13 00:00:00,2022-12-14 00:00:00,1,1,INTEPAPE,SS STANDPIPE
21-144,2022-12-09 00:00:00,2022-12-09 00:00:00,2022-12-09 00:00:00,1,1,ONEACONS,LEVEL VESSEL V6108
21-145,2022-12-09 00:00:00,2022-12-09 00:00:00,2022-12-09 00:00:00,1,1,ONEACONS,LEVEL VESSEL V6208
21-146,2022-12-09 00:00:00,2022-12-09 00:00:00,2022-12-09 00:00:00,1,1,ONEACONS,WATCH VESSEL V6107
21-147,2022-12-09 00:00:00,2022-12-09 00:00:00,2022-12-09 00:00:00,1,1,ONEACONS,WATCH VESSEL V6207
22-027,2022-12-07 00:00:00,2022-12-07 00:00:00,2022-12-07 00:00:00,1,1,CYTECIND,PFA SLURRY TANK (T-4558)
22-048,2022-12-07 00:00:00,2022-12-07 00:00:00,2022-12-07 00:00:00,1,1,CYTECIND,EVAP DISTILLATE TANK T-4911
22-034,2022-12-06 00:00:00,2022-12-06 00:00:00,2022-12-06 00:00:00,1,1,FLOQENGI,RECOVERY CATALYST BUFFER
22-035,2022-12-06 00:00:00,2022-12-06 00:00:00,2022-12-06 00:00:00,1,1,FLOQENGI,RECOVERY CATALYST BUFFER
22-036,2022-12-06 00:00:00,2022-12-06 00:00:00,2022-12-06 00:00:00,1,1,FLOQENGI,RECOVERY CATALYST BUFFER
21-151,2022-12-05 00:00:00,2022-12-05 00:00:00,2022-12-05 00:00:00,1,1,ONEACONS,DISTILLATION REFLUX POT V8520
21-155,2022-12-05 00:00:00,2022-12-05 00:00:00,2022-12-05 00:00:00,1,1,ONEACONS,MAKE UP VESSEL V8720
22-018,2022-11-30 00:00:00,2022-11-30 00:00:00,2022-11-30 00:00:00,1,1,BCRENVIR,"10,000 GAL SS PROCESS TANK"
22-019,2022-11-30 00:00:00,2022-11-30 00:00:00,2022-11-30 00:00:00,1,1,BCRENVIR,"10,000 GAL SS PROCESS TANK"
22-019,2022-11-28 00:00:00,2022-11-28 00:00:00,2022-11-29 00:00:00,1,1,BCRENVIR,"10,000 GAL SS PROCESS TANK"
22-018,2022-11-28 00:00:00,2022-11-28 00:00:00,2022-11-29 00:00:00,1,1,BCRENVIR,"10,000 GAL SS PROCESS TANK"
21-152,2022-11-28 00:00:00,2022-11-28 00:00:00,2022-11-29 00:00:00,1,1,ONEACONS,SLUDGE COLUMN REFLUX POT V8530
21-149,2022-11-28 00:00:00,2022-11-28 00:00:00,2022-11-29 00:00:00,1,1,ONEACONS,REACTOR CONDENSATE V7211
21-141,2022-11-28 00:00:00,2022-11-28 00:00:00,2022-12-05 00:00:00,1,1,ONEACONS,THERMAL OIL MAINT VESSEL V4801
21-137,2022-11-28 00:00:00,2022-11-28 00:00:00,2022-11-29 00:00:00,1,1,ONEACONS,T. O. EXPANSION VESSEL V-7114
22-026,2022-11-10 00:00:00,2022-11-10 00:00:00,2022-11-10 00:00:00,1,1,CYTECIND,P-50 EXPANSION TANK
22-020,2022-11-04 00:00:00,2022-11-04 00:00:00,2022-11-08 00:00:00,1,1,MILLIKEN,"2,000 GAL FEED TANK (TAK-70)"
22-040,2022-10-26 00:00:00,2022-10-26 00:00:00,2022-10-26 00:00:00,1,1,EPICSYST,BATCH STILL COLUMN (C-119)
22-041,2022-10-26 00:00:00,2022-10-26 00:00:00,2022-10-26 00:00:00,1,1,EPICSYST,BATCH STILL (T-120)
22-042,2022-10-26 00:00:00,2022-10-26 00:00:00,2022-10-26 00:00:00,1,1,EPICSYST,RECOVERED ETHANOL RECVR (T-123
22-043,2022-10-26 00:00:00,2022-10-26 00:00:00,2022-10-26 00:00:00,1,1,EPICSYST,RECOVERED ETHANOL RECVR (T-126
22-044,2022-10-26 00:00:00,2022-10-26 00:00:00,2022-10-26 00:00:00,1,1,EPICSYST,RECOVERED ETHANOL RECV (T-128)
22-045,2022-10-26 00:00:00,2022-10-26 00:00:00,2022-10-26 00:00:00,1,1,EPICSYST,RECOVERED ETHANOL RECVR (T-132
22-046,2022-10-26 00:00:00,2022-10-26 00:00:00,2022-10-26 00:00:00,1,1,EPICSYST,RECOVERED ETHANOL RECVR (T-134
21-107,2022-10-13 00:00:00,2022-10-13 00:00:00,2022-10-13 00:00:00,1,1,NEPHNITR,"5,300 GAL MIXING-AGING TANK"
21-111,2022-10-13 00:00:00,2022-10-13 00:00:00,2022-10-13 00:00:00,1,1,NEPHNITR,"5,300 GAL MIXING-AGING TANK"
21-109,2022-10-10 00:00:00,2022-10-10 00:00:00,2022-10-10 00:00:00,1,1,NEPHNITR,"5,300 GAL MIXING-AGING TANK"
21-110,2022-10-10 00:00:00,2022-10-10 00:00:00,2022-10-10 00:00:00,1,1,NEPHNITR,"5,300 GAL MIXING-AGING TANK"
22-028,2022-10-07 00:00:00,2022-10-07 00:00:00,2022-10-07 00:00:00,1,1,IFFCHEMI,"32,000 GAL CST API STORAGE TK"
22-028,2022-10-05 00:00:00,2022-10-05 00:00:00,2022-10-05 00:00:00,1,1,IFFCHEMI,"32,000 GAL CST API STORAGE TK"
22-030,2022-10-04 00:00:00,2022-10-04 00:00:00,2022-10-04 00:00:00,1,1,CYTECIND,SOLVENT RECOVERY COLUMN C-4450
22-031,2022-10-04 00:00:00,2022-10-04 00:00:00,2022-10-04 00:00:00,1,1,CYTECIND,REFLUX DRUM (T-4564)
21-108,2022-09-29 00:00:00,2022-09-29 00:00:00,2022-09-29 00:00:00,1,1,NEPHNITR,"5,300 GAL MIXING-AGING TANK"
21-106,2022-09-29 00:00:00,2022-09-29 00:00:00,2022-09-29 00:00:00,1,1,NEPHNITR,"5,300 GAL MIXING-AGING TANK"
21-093,2022-09-29 00:00:00,2022-09-29 00:00:00,2022-09-29 00:00:00,1,1,NEPHNITR,"5,300 GAL MIXING-AGING TANK"
21-103,2022-09-15 00:00:00,2022-09-15 00:00:00,2022-09-15 00:00:00,1,1,NEPHNITR,"5,300 GAL MIXING-AGING TANK"
21-104,2022-09-15 00:00:00,2022-09-15 00:00:00,2022-09-15 00:00:00,1,1,NEPHNITR,"5,300 GAL MIXING-AGING TANK"
22-008,2022-09-15 00:00:00,2022-09-15 00:00:00,2022-09-15 00:00:00,1,1,FLOQENGI,ASME DISSOLUTION TANK
22-009,2022-09-15 00:00:00,2022-09-15 00:00:00,2022-09-15 00:00:00,1,1,FLOQENGI,ASME DISSOLUTION TANK
22-006,2022-09-13 00:00:00,2022-09-13 00:00:00,2022-09-13 00:00:00,1,1,FLOQENGI,ASME DISSOLUTION TANK
22-007,2022-09-13 00:00:00,2022-09-13 00:00:00,2022-09-13 00:00:00,1,1,FLOQENGI,ASME DISSOLUTION TANK
21-105,2022-09-06 00:00:00,2022-09-06 00:00:00,2022-09-07 00:00:00,1,1,NEPHNITR,"5,300 GAL MIXING-AGING TANK"
21-100,2022-09-06 00:00:00,2022-09-06 00:00:00,2022-09-07 00:00:00,1,1,NEPHNITR,"5,300 GAL MIXING-AGING TANK"
21-102,2022-09-06 00:00:00,2022-09-06 00:00:00,,0,1,NEPHNITR,"5,300 GAL MIXING-AGING TANK"
20-106,2022-09-06 00:00:00,2022-09-06 00:00:00,2022-09-06 00:00:00,1,1,USSUGARC,"40,000 GAL STORAGE TANK"
22-058,2022-09-01 00:00:00,2022-09-01 00:00:00,2022-09-01 00:00:00,1,1,GAF11111,SS SKI PLATE
22-001,2022-08-31 00:00:00,2022-08-31 00:00:00,2022-08-31 00:00:00,1,1,NOAHINDU,"25,000 GAL SS NASH TANK"
22-001,2022-08-29 00:00:00,2022-08-29 00:00:00,2022-08-30 00:00:00,1,1,NOAHINDU,"25,000 GAL SS NASH TANK"
22-017,2022-08-29 00:00:00,2022-08-29 00:00:00,2022-08-30 00:00:00,0,0,MILLIKEN,SS PROCESS TANK (TAT-17)
21-101,2022-08-25 00:00:00,2022-08-25 00:00:00,2022-08-25 00:00:00,1,1,NEPHNITR,"5,300 GAL MIXING-AGING TANK"
21-102,2022-08-25 00:00:00,2022-08-25 00:00:00,2022-08-25 00:00:00,1,1,NEPHNITR,"5,300 GAL MIXING-AGING TANK"
22-029,2022-08-24 00:00:00,2022-08-24 00:00:00,2022-08-24 00:00:00,1,1,PINOVAIN,DISTILLATION COLUMN BOTTOM REP
21-098,2022-08-16 00:00:00,2022-08-16 00:00:00,2022-08-16 00:00:00,1,1,NEPHNITR,"5,300 GAL MIXING-AGING TANK"
21-099,2022-08-16 00:00:00,2022-08-16 00:00:00,2022-08-16 00:00:00,1,1,NEPHNITR,"5,300 GAL MIXING-AGING TANK"
21-090,2022-08-16 00:00:00,2022-08-16 00:00:00,2022-08-16 00:00:00,1,1,NEPHNITR,"5,300 GAL MIXING-AGING TANK"
21-071,2022-08-16 00:00:00,2022-08-16 00:00:00,2022-08-16 00:00:00,1,1,NEPHNITR,"30,000 GAL BULK STORAGE TANK"
22-004,2022-08-09 00:00:00,2022-08-09 00:00:00,2022-08-09 00:00:00,1,1,SOLVAUGU,CRUDE CRYSTALLIZER SURGE DRUM
21-094,2022-08-05 00:00:00,2022-08-05 00:00:00,2022-08-05 00:00:00,1,1,NEPHNITR,"5,300 GAL MIXING-AGING TANK"
21-097,2022-08-05 00:00:00,2022-08-05 00:00:00,2022-08-05 00:00:00,1,1,NEPHNITR,"5,300 GAL MIXING-AGING TANK"
22-057,2022-08-03 00:00:00,2022-08-03 00:00:00,2022-08-03 00:00:00,1,1,ROSENBLAD,FORM (15) SHELL SECTIONS
22-003,2022-08-01 00:00:00,2022-08-01 00:00:00,2022-08-02 00:00:00,1,1,SYMRISE,"12,500 GAL SS STORAGE TANK"
22-002,2022-07-26 00:00:00,2022-07-26 00:00:00,2022-07-26 00:00:00,1,1,CONCRET,"15,000 GAL CST L STORAGE TK"
21-092,2022-07-25 00:00:00,2022-07-25 00:00:00,2022-07-25 00:00:00,1,1,NEPHNITR,"5,300 GAL MIXING-AGING TANK"
21-095,2022-07-25 00:00:00,2022-07-25 00:00:00,2022-07-25 00:00:00,1,1,NEPHNITR,"5,300 GAL MIXING-AGING TANK"
21-116,2022-07-25 00:00:00,2022-07-25 00:00:00,2022-07-25 00:00:00,1,1,NEPHNITR,"2,600 GAL COMPOUND TANK"
21-117,2022-07-25 00:00:00,2022-07-25 00:00:00,2022-07-25 00:00:00,1,1,NEPHNITR,"2,600 GAL COMPOUND TANK"
21-156,2022-07-15 00:00:00,2022-07-15 00:00:00,2022-07-15 00:00:00,0,0,CONCRET,"20,000 GAL SS ETHANOL STORAGE"
22-021,2022-07-14 00:00:00,2022-07-14 00:00:00,2022-07-14 00:00:00,1,1,MOTUSLLC,REFINED PULP TANK
22-022,2022-07-14 00:00:00,2022-07-14 00:00:00,2022-07-14 00:00:00,1,1,MOTUSLLC,WHITE WATER TANK
22-023,2022-07-14 00:00:00,2022-07-14 00:00:00,2022-07-14 00:00:00,1,1,MOTUSLLC,WHITE WATER TANK
22-024,2022-07-14 00:00:00,2022-07-14 00:00:00,2022-07-14 00:00:00,1,1,MOTUSLLC,FRESH WATER TANK
22-025,2022-07-14 00:00:00,2022-07-14 00:00:00,2022-07-14 00:00:00,1,1,MOTUSLLC,FRESH WATER TANK
21-157,2022-07-13 00:00:00,2022-07-13 00:00:00,2022-07-13 00:00:00,1,1,USSUGARC,61100 GAL SS LP SYRUP TANK KIT
21-157,2022-07-13 00:00:00,2022-07-13 00:00:00,2022-07-13 00:00:00,1,1,USSUGARC,61100 GAL SS LP SYRUP TANK KIT
21-114,2022-07-08 00:00:00,2022-07-08 00:00:00,2022-07-08 00:00:00,1,1,NEPHNITR,"2,600 GAL COMPOUND TANK"
21-112,2022-07-08 00:00:00,2022-07-08 00:00:00,2022-07-08 00:00:00,1,1,NEPHNITR,"2,600 GAL COMPOUND TANK"
21-096,2022-07-08 00:00:00,2022-07-08 00:00:00,2022-07-08 00:00:00,1,1,NEPHNITR,"5,300 GAL MIXING-AGING TANK"
21-091,2022-07-08 00:00:00,2022-07-08 00:00:00,2022-07-08 00:00:00,1,1,NEPHNITR,"5,300 GAL MIXING-AGING TANK"
21-090,2022-07-08 00:00:00,2022-07-08 00:00:00,2022-07-08 00:00:00,1,1,NEPHNITR,"5,300 GAL MIXING-AGING TANK"
21-093,2022-07-08 00:00:00,2022-07-08 00:00:00,2022-07-08 00:00:00,1,1,NEPHNITR,"5,300 GAL MIXING-AGING TANK"
21-113,2022-07-07 00:00:00,2022-07-07 00:00:00,2022-07-07 00:00:00,1,1,NEPHNITR,"2,600 GAL COMPOUND TANK"
21-115,2022-07-07 00:00:00,2022-07-07 00:00:00,2022-07-07 00:00:00,1,1,NEPHNITR,"2,600 GAL COMPOUND TANK"
22-003,2022-07-07 00:00:00,2022-07-07 00:00:00,2022-07-07 00:00:00,1,1,SYMRISE,"12,500 GAL SS STORAGE TANK"
22-010,2022-07-05 00:00:00,2022-07-05 00:00:00,2022-07-05 00:00:00,1,1,ENCHEMAM,SS STORAGE TANK (TK-1007)
22-010,2022-07-05 00:00:00,2022-07-05 00:00:00,2022-07-05 00:00:00,1,1,ENCHEMAM,SS STORAGE TANK (TK-1007)
22-011,2022-07-05 00:00:00,2022-07-05 00:00:00,2022-07-05 00:00:00,1,1,ENCHEMAM,SS STORAGE TANK (T-1005)
22-011,2022-07-05 00:00:00,2022-07-05 00:00:00,2022-07-05 00:00:00,1,1,ENCHEMAM,SS STORAGE TANK (T-1005)
22-012,2022-07-05 00:00:00,2022-07-05 00:00:00,2022-07-05 00:00:00,1,1,ENCHEMAM,SS STORAGE TANK (T-1006)
22-012,2022-07-05 00:00:00,2022-07-05 00:00:00,2022-07-05 00:00:00,1,1,ENCHEMAM,SS STORAGE TANK (T-1006)
21-129,2022-06-27 00:00:00,2022-06-27 00:00:00,2022-06-27 00:00:00,1,1,OKONITE1,"40,000 GAL DBL-WALL TANK"
21-129,2022-06-27 00:00:00,2022-06-27 00:00:00,2022-06-27 00:00:00,1,1,OKONITE1,"40,000 GAL DBL-WALL TANK"
22-015,2022-06-20 00:00:00,2022-06-20 00:00:00,2022-06-20 00:00:00,1,1,CARLERIC,"12,000 GAL SS API STORAGE TANK"
21-125,2022-06-14 00:00:00,2022-06-14 00:00:00,2022-06-14 00:00:00,0,0,PRYSMIAN,SS HORIZONTAL PRESSURE VESSEL
21-126,2022-06-14 00:00:00,2022-06-14 00:00:00,2022-06-14 00:00:00,1,1,PRYSMIAN,SS HORIZONTAL PRESSURE VESSEL
21-118,2022-06-01 00:00:00,2022-06-01 00:00:00,2022-06-01 00:00:00,1,1,KRATCHEM,SS DARK ROSIN TANK
21-118,2022-06-01 00:00:00,2022-06-01 00:00:00,2022-06-01 00:00:00,1,1,KRATCHEM,SS DARK ROSIN TANK
21-026,2022-06-01 00:00:00,2022-06-01 00:00:00,2022-06-01 00:00:00,1,1,FLOQENGI,6800 GAL STORAGE TK EM22-CD1
22-039,2022-05-19 00:00:00,2022-05-19 00:00:00,2022-05-19 00:00:00,1,1,ROSENBLAD,LOT OF 8 FORMED SHELL SECTIONS
22-039,2022-05-19 00:00:00,2022-05-19 00:00:00,2022-05-20 00:00:00,1,1,ROSENBLAD,LOT OF 8 FORMED SHELL SECTIONS
21-140,2022-05-11 00:00:00,2022-05-11 00:00:00,2022-05-11 00:00:00,1,1,LIOCHEM1,"13,000 GAL SS STORAGE TANK"
21-140,2022-05-10 00:00:00,2022-05-10 00:00:00,2022-05-11 00:00:00,1,1,LIOCHEM1,"13,000 GAL SS STORAGE TANK"
21-088,2022-05-10 00:00:00,2022-05-10 00:00:00,2022-05-10 00:00:00,1,1,LIOCHEM1,"13,000 GAL SST STORAGE TANK"
21-088,2022-05-10 00:00:00,2022-05-10 00:00:00,2022-05-11 00:00:00,1,1,LIOCHEM1,"13,000 GAL SST STORAGE TANK"
21-089,2022-05-10 00:00:00,2022-05-10 00:00:00,2022-05-10 00:00:00,1,1,LIOCHEM1,"13,000 GAL SST STORAGE TANK"
21-089,2022-05-10 00:00:00,2022-05-10 00:00:00,2022-05-11 00:00:00,1,1,LIOCHEM1,"13,000 GAL SST STORAGE TANK"
21-052,2022-05-09 00:00:00,2022-05-09 00:00:00,2022-05-09 00:00:00,1,1,FLOQENGI,"SCRUBBER, CRYSTALIZATION CZ1-S"
21-123,2022-03-29 00:00:00,2022-03-29 00:00:00,2022-03-30 00:00:00,1,1,IMIINDUS,CS LIQUID STORAGE TANK
21-124,2022-03-29 00:00:00,2022-03-29 00:00:00,2022-03-30 00:00:00,1,1,IMIINDUS,CS LIQUID STORAGE TANK
21-064,2022-03-09 00:00:00,2022-03-09 00:00:00,2022-03-10 00:00:00,1,1,REICHHOLD,650 GAL SST PRESSURE VESSEL
21-122,2022-03-09 00:00:00,2022-03-09 00:00:00,2022-03-09 00:00:00,1,1,MILLIKEN,"24"" OD X 39"" CAPACITY TANK"
21-065,2022-02-28 00:00:00,2022-02-28 00:00:00,2022-02-28 00:00:00,1,1,BCRENVIR,"15,000 GAL PROCESS TANK"
21-066,2022-02-28 00:00:00,2022-02-28 00:00:00,2022-02-28 00:00:00,1,1,BCRENVIR,"15,000 GAL PROCESS TANK"
21-066,2022-02-25 00:00:00,2022-02-25 00:00:00,2022-02-28 00:00:00,1,1,BCRENVIR,"15,000 GAL PROCESS TANK"
21-065,2022-02-25 00:00:00,2022-02-25 00:00:00,2022-02-28 00:00:00,1,1,BCRENVIR,"15,000 GAL PROCESS TANK"
21-074,2022-02-18 00:00:00,2022-02-18 00:00:00,2022-02-18 00:00:00,1,1,NEPHNITR,"30,000 GAL BULK STORAGE TANK"
21-073,2022-02-17 00:00:00,2022-02-17 00:00:00,2022-02-18 00:00:00,1,1,NEPHNITR,"30,000 GAL BULK STORAGE TANK"
21-071,2022-02-17 00:00:00,2022-02-17 00:00:00,2022-02-17 00:00:00,1,1,NEPHNITR,"30,000 GAL BULK STORAGE TANK"
21-084,2022-02-14 00:00:00,2022-02-14 00:00:00,2022-02-14 00:00:00,1,1,TELLPROD,"35,000 GAL SS STORAGE TANK"
21-085,2022-02-14 00:00:00,2022-02-14 00:00:00,2022-02-14 00:00:00,1,1,TELLPROD,"35,000 GAL SS STORAGE TANK"
21-086,2022-02-14 00:00:00,2022-02-14 00:00:00,2022-02-15 00:00:00,1,1,TELLPROD,"35,000 GAL SS STORAGE TANK"
21-087,2022-02-14 00:00:00,2022-02-14 00:00:00,2022-02-15 00:00:00,1,1,TELLPROD,"35,000 GAL SS STORAGE TANK"
21-138,2022-02-04 00:00:00,2022-02-04 00:00:00,2022-02-04 00:00:00,1,1,GAF11111,SS SKI PLATE
21-130,2022-02-03 00:00:00,2022-02-03 00:00:00,2022-02-04 00:00:00,1,1,ROSENBLAD,BEVEL & ROLL (1) SHELL PLATE
21-131,2022-02-03 00:00:00,2022-02-03 00:00:00,2022-02-04 00:00:00,1,1,ROSENBLAD,BEVEL & ROLL (1) SHELL PLATE
21-079,2022-01-27 00:00:00,2022-01-27 00:00:00,2022-01-27 00:00:00,1,1,NEPHNITR,"5,300 GAL MIXING-AGING TANK"
21-080,2022-01-27 00:00:00,2022-01-27 00:00:00,2022-01-27 00:00:00,1,1,NEPHNITR,"5,300 GAL MIXING-AGING TANK"
21-077,2022-01-19 00:00:00,2022-01-19 00:00:00,2022-01-20 00:00:00,1,1,NEPHNITR,"5,300 GAL MIXING-AGING TANK"
21-078,2022-01-19 00:00:00,2022-01-19 00:00:00,2022-01-20 00:00:00,1,1,NEPHNITR,"5,300 GAL MIXING-AGING TANK"
21-121,2022-01-18 00:00:00,2022-01-18 00:00:00,2022-01-19 00:00:00,1,1,MILLIKEN,"12"" ID X 39"" DISTILLATE TANK"
21-069,2022-01-18 00:00:00,2022-01-18 00:00:00,2022-01-18 00:00:00,1,1,REICHHOLD,150 GAL KILL SOLUTION TANK
21-070,2022-01-18 00:00:00,2022-01-18 00:00:00,2022-01-18 00:00:00,1,1,REICHHOLD,2500 GAL CATALYST DUMP TANK
21-057,2022-01-18 00:00:00,2022-01-18 00:00:00,2022-01-19 00:00:00,1,1,MILLIKEN,REBOILER/DISTILLATION COLUMN
21-067,2022-01-17 00:00:00,2022-01-17 00:00:00,2022-01-17 00:00:00,1,1,PUMPSOL1,"30,000 GAL SS STORAGE TANK"
21-071,2022-01-13 00:00:00,2022-01-13 00:00:00,2022-01-19 00:00:00,1,1,NEPHNITR,"30,000 GAL BULK STORAGE TANK"
21-072,2022-01-13 00:00:00,2022-01-13 00:00:00,2022-01-19 00:00:00,1,1,NEPHNITR,"30,000 GAL BULK STORAGE TANK"
21-063,2022-01-12 00:00:00,2022-01-12 00:00:00,2022-01-12 00:00:00,1,1,REICHHOLD,"15,000 GAL CST STORAGE TANK"
21-061,2022-01-12 00:00:00,2022-01-12 00:00:00,2022-01-12 00:00:00,1,1,REICHHOLD,"15,000 GAL CST STORAGE TANK"
21-062,2022-01-12 00:00:00,2022-01-12 00:00:00,2022-01-12 00:00:00,1,1,REICHHOLD,"15,000 GAL CST STORAGE TANK"
21-063,2022-01-11 00:00:00,2022-01-11 00:00:00,2022-01-11 00:00:00,1,1,REICHHOLD,"15,000 GAL CST STORAGE TANK"
21-062,2022-01-11 00:00:00,2022-01-11 00:00:00,2022-01-11 00:00:00,1,1,REICHHOLD,"15,000 GAL CST STORAGE TANK"
21-061,2022-01-11 00:00:00,2022-01-11 00:00:00,2022-01-11 00:00:00,1,1,REICHHOLD,"15,000 GAL CST STORAGE TANK"
21-082,2021-12-30 00:00:00,2021-12-30 00:00:00,2021-12-30 00:00:00,1,1,NEPHNITR,"2,600 GAL COMPOUND TANK"
21-081,2021-12-28 00:00:00,2021-12-28 00:00:00,2021-12-30 00:00:00,1,1,NEPHNITR,"2,600 GAL COMPOUND TANK"
21-075,2021-12-28 00:00:00,2021-12-28 00:00:00,2021-12-29 00:00:00,1,1,NEPHNITR,"5,300 GAL MIXING-AGING TANK"
21-076,2021-12-28 00:00:00,2021-12-28 00:00:00,2021-12-29 00:00:00,1,1,NEPHNITR,"5,300 GAL MIXING-AGING TANK"
21-060,2021-12-21 00:00:00,2021-12-21 00:00:00,2021-12-21 00:00:00,1,1,REICHHOLD,"30,000 GAL CST STORAGE TANK"
21-120,2021-12-20 00:00:00,2021-12-20 00:00:00,,0,1,ANDRITZI,AGITATOR PLATE IN DUPLEX 2205
21-128,2021-12-20 00:00:00,2021-12-20 00:00:00,2021-12-20 00:00:00,1,1,ROSENBLAD,BEVEL & ROLL (3) SHELL PLATES
21-139,2021-12-16 00:00:00,2021-12-16 00:00:00,2021-12-16 00:00:00,1,1,LEARWEST,ROLL (2) CST RINGS
21-059,2021-12-15 00:00:00,2021-12-15 00:00:00,2021-12-16 00:00:00,1,1,REICHHOLD,"30,000 GAL CST STORAGE TANK"
21-058,2021-12-15 00:00:00,2021-12-15 00:00:00,2021-12-16 00:00:00,1,1,REICHHOLD,"30,000 GAL CST STORAGE TANK"
21-059,2021-12-13 00:00:00,2021-12-13 00:00:00,2021-12-13 00:00:00,1,1,REICHHOLD,"30,000 GAL CST STORAGE TANK"
21-058,2021-12-13 00:00:00,2021-12-13 00:00:00,2021-12-13 00:00:00,1,1,REICHHOLD,"30,000 GAL CST STORAGE TANK"
21-054,2021-12-06 00:00:00,2021-12-06 00:00:00,2021-12-06 00:00:00,1,1,POLYCOMP,"22,000 GAL STORAGE TANK"
21-054,2021-12-03 00:00:00,2021-12-03 00:00:00,2021-12-03 00:00:00,1,1,POLYCOMP,"22,000 GAL STORAGE TANK"
21-033,2021-11-18 00:00:00,2021-11-18 00:00:00,2021-11-23 00:00:00,1,1,ADHERESE,100 GAL CIP TANK
21-034,2021-11-18 00:00:00,2021-11-18 00:00:00,2021-11-23 00:00:00,1,1,ADHERESE,"2,000 GAL CATCH TANK"
21-035,2021-11-18 00:00:00,2021-11-18 00:00:00,2021-11-23 00:00:00,1,1,ADHERESE,50 GAL ADDITIVE TANK
21-036,2021-11-18 00:00:00,2021-11-18 00:00:00,2021-11-23 00:00:00,1,1,ADHERESE,600 GAL ADDITIVE TANK
21-056,2021-11-17 00:00:00,2021-11-17 00:00:00,2021-12-07 00:00:00,1,1,STMAPOWD,SECTION A&B SOLVENT DRYING COL
21-083,2021-11-17 00:00:00,2021-11-17 00:00:00,2021-11-17 00:00:00,0,0,NOAHINDU,6' X 8' SS FEED TANK
21-019,2021-11-16 00:00:00,2021-11-16 00:00:00,2021-11-16 00:00:00,1,1,REICHHOLD,BT-7 BLEND TANK
21-019,2021-11-16 00:00:00,2021-11-16 00:00:00,2021-11-16 00:00:00,1,1,REICHHOLD,BT-7 BLEND TANK
21-047,2021-11-10 00:00:00,2021-11-10 00:00:00,2021-11-10 00:00:00,1,1,ALPHAPET,CST ASME EXPANSION TANK
21-051,2021-11-03 00:00:00,2021-11-03 00:00:00,2021-11-04 00:00:00,1,1,KEMICHEM,STAINLESS STEEL MIX TANK
21-041,2021-11-02 00:00:00,2021-11-02 00:00:00,2021-11-03 00:00:00,1,1,FLOQENGI,ASME SST AMONIUM HYDROXIDE TK
21-027,2021-11-01 00:00:00,2021-11-01 00:00:00,2021-11-02 00:00:00,1,1,REAGCHEM2,1500 GAL JACKETED MIX TANK
21-028,2021-11-01 00:00:00,2021-11-01 00:00:00,2021-11-02 00:00:00,1,1,REAGCHEM2,1500 GAL JACKETED MIX TANK
21-029,2021-11-01 00:00:00,2021-11-01 00:00:00,2021-11-02 00:00:00,1,1,REAGCHEM2,SCRAP TANK
21-026,2021-11-01 00:00:00,2021-11-01 00:00:00,2021-11-02 00:00:00,1,1,FLOQENGI,6800 GAL STORAGE TK EM22-CD1
21-025,2021-10-25 00:00:00,2021-10-25 00:00:00,2021-10-26 00:00:00,1,1,FLOQENGI,6800 GAL STORAGE TK EM20-CD1
21-048,2021-10-25 00:00:00,2021-10-25 00:00:00,2021-10-26 00:00:00,1,1,FLOQENGI,"10,000 GAL TK (TAG MP-CS2EX)"
21-009,2021-10-18 00:00:00,2021-10-18 00:00:00,2021-10-18 00:00:00,1,1,ACCURATE,R11 REACTOR
21-018,2021-10-14 00:00:00,2021-10-14 00:00:00,2021-10-14 00:00:00,1,1,GRAYWOLF,RAPID DRAIN TANK
21-021,2021-10-14 00:00:00,2021-10-14 00:00:00,2021-10-14 00:00:00,1,1,MILLIKEN,20000 GAL SST STORAGE TANK
21-022,2021-10-14 00:00:00,2021-10-14 00:00:00,2021-10-14 00:00:00,1,1,MILLIKEN,20000 GAL SST STORAGE TANK
21-023,2021-10-14 00:00:00,2021-10-14 00:00:00,2021-10-15 00:00:00,1,1,MILLIKEN,20000 GAL SST STORAGE TANK
21-024,2021-10-14 00:00:00,2021-10-14 00:00:00,2021-10-15 00:00:00,1,1,MILLIKEN,20000 GAL SST STORAGE TANK
